text	category
എന്റെ ജീവിതത്തിലുടനീളം എനിക്ക് അനുഭവപ്പെട്ടിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും ഭയാനകമായത് ഞാൻ ഓർക്കുന്നു, അത് ഇപ്പോഴും എന്നെ ബാധിക്കുന്നു, പക്ഷേ അത് ആഘാതമായി കണക്കാക്കിയിട്ടില്ല	fear
ഞാൻ എന്റെ ക്രിസ്മസ് ട്രീ നട്ടുപിടിപ്പിച്ചു, എനിക്ക് വളരെ ഉത്സവം തോന്നുന്നു	happy
ഒരു മുറിവ് വേദനിപ്പിക്കാൻ തുടങ്ങുന്നതിനു മുമ്പുതന്നെ എനിക്ക് മരവിപ്പ് അനുഭവപ്പെടുന്നു	sadness
ഈ പ്രത്യേക സമയത്ത് മറ്റുള്ളവർ നെഗറ്റീവ് എനർജി നമ്മെ ഭാരപ്പെടുത്തുന്നതും എന്റെ വികാരങ്ങളെയും ചിന്താ പ്രക്രിയയെയും സ്വാധീനിക്കുന്നതും ഞാൻ ആഗ്രഹിച്ചില്ല	happy
എനിക്ക് മുമ്പൊരിക്കലും ചെയ്യാൻ കഴിയാത്ത സങ്കീർണ്ണമായ ചില ചോദ്യങ്ങൾക്ക് ഉത്തരം നൽകാൻ കഴിഞ്ഞതിൽ എനിക്ക് സന്തോഷവും അഭിമാനവും തോന്നുന്നു	happy
ഞാൻ നിരപരാധിയാണെന്ന് ആളുകളെ ബോധ്യപ്പെടുത്താൻ ശ്രമിക്കുന്നതുപോലെ തോന്നുന്നുവെന്ന് ഞാൻ ആളുകളോട് പറയുന്നു, പക്ഷേ ആരും എന്നെ വിശ്വസിക്കുന്നില്ല	happy
ഇപ്പോൾ എനിക്ക് ചുറ്റുമുള്ള പല സാഹചര്യങ്ങളിലും എനിക്ക് വളരെ ഭാരം തോന്നുന്നു	sadness
അതിന്റെ ഉള്ളടക്കം അനിശ്ചിതത്വത്തിലാകുമ്പോൾ, എന്റെ കാൽവിരലുകൾക്കിടയിൽ ചെളി പുരട്ടുന്നതിന്റെ വികാരം ഞാൻ ആസ്വദിക്കുമെന്ന് എനിക്ക് ഉറപ്പില്ല	fear
എല്ലായ്‌പ്പോഴും നന്ദിയുള്ളതായി ഞാൻ കാണുന്നില്ല, എന്നാൽ വർഷങ്ങളായി ഞാൻ കുറച്ച് തന്ത്രങ്ങൾ ശേഖരിച്ചു, അത് നന്ദി പറയുക എന്നതാണ് അവസാനമായി ഞാൻ ചെയ്യാൻ ആഗ്രഹിക്കുന്ന നിമിഷങ്ങളിൽ നന്ദിയുള്ളതായി തോന്നാൻ എന്നെ അനുവദിക്കുന്നത്	happy
എനിക്ക് നിരന്തരം ഏകാന്തത അനുഭവപ്പെടുന്നു	sadness
അത് വീണ്ടും ഓടിപ്പോയാലും കലാപരമായ തോന്നൽ ഞാൻ മുതലെടുക്കുന്നു, കഴിഞ്ഞ ദിവസം മണിയ്ക്ക് അവളുടെ കുഞ്ഞ് ജനിച്ചു	happy
എങ്ങനെയെന്ന് അറിയാത്ത ആളുകളുടെ ലോകത്താണ് ഞാൻ ജീവിക്കുന്നതെന്നതിൽ എനിക്ക് ഇപ്പോഴും ലജ്ജ തോന്നുന്നു	sadness
പ്രണയിക്കാൻ നിങ്ങൾ സമ്മർദ്ദം ചെലുത്തണമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്നില്ല	fear
എനിക്ക് അറിയാവുന്നതും ഇഷ്ടപ്പെടുന്നതും ഉപയോഗിച്ച് എന്നെത്തന്നെ പിന്തുണയ്ക്കുന്നതായി എനിക്ക് തോന്നുന്നു	happy
ഷെഡ് എന്താണ് ചെയ്യാൻ ഇഷ്ടപ്പെടുന്നതെന്ന് ഞാൻ അവളോട് ചോദിക്കുന്നു, അവൾ അത് കാര്യമാക്കുന്നില്ലെന്ന് അവൾ പറയുന്നു, അതിനാൽ ഞാൻ എല്ലായ്പ്പോഴും നിർദ്ദേശങ്ങൾ നൽകുന്നു, അവളെ രസിപ്പിക്കാൻ എല്ലാ ദിവസവും ശ്രമിക്കണമെന്ന് എനിക്ക് തോന്നുന്നു	happy
എന്റെ ഭാവിയിൽ മൂല്യമുള്ള ഒരാളാകാൻ ഞാൻ കഠിനമായി പരിശ്രമിക്കുന്നതിന്റെ കാരണം ആ ഇരുണ്ട ദിനങ്ങളാണെന്ന് ഞാൻ സത്യസന്ധമായി വിശ്വസിക്കുന്നു, എനിക്ക് നഷ്ടപ്പെട്ട എല്ലാ സമയവും നികത്തേണ്ടത് എന്റെ കടമയാണെന്ന് എനിക്ക് തോന്നുന്നു	sadness
പൊതുസ്ഥലത്ത് മറ്റൊരു സ്ത്രീയെ ചുംബിക്കാൻ തടസ്സം തോന്നാത്ത സ്ത്രീകളെ ഇഷ്ടപ്പെടുന്ന ഒരു സ്ത്രീയായിരിക്കാൻ എനിക്ക് ഇപ്പോഴും ആഗ്രഹമുണ്ട്, പക്ഷേ എന്റെ ലൈംഗിക താൽപ്പര്യങ്ങളെയും ഞാൻ അവരെ എങ്ങനെ ചിത്രീകരിക്കുന്നു എന്നതുമായി ബന്ധപ്പെട്ട സാമൂഹിക വീക്ഷണങ്ങളെ അവഗണിക്കേണ്ടിവരുമെന്ന് ഞാൻ കരുതുന്നു	sadness
എനിക്ക് പ്രചോദനമോ വെല്ലുവിളിയോ തോന്നാത്ത ഒരു കാര്യം ഞാൻ ചെയ്തു	happy
ഓരോരുത്തർക്കും അവരുടേതായ പ്രത്യേക രീതിയിൽ കലാപരമായ കഴിവ് ഉണ്ടെന്ന് എനിക്ക് തോന്നുന്നു, ഒപ്പം കന്യക കലാകാരന്മാരിൽ നിന്നാണ് ഏറ്റവും ആകർഷകമായ കല അഴിച്ചുവിട്ടതെന്ന് കണ്ടെത്തുന്നു	happy
ഞങ്ങളുടെ ജോലികളിലെയും എഴുത്തിലെയും ഊർജം എല്ലായ്‌പ്പോഴും വിറ്റഴിക്കുമെന്ന് കരുതുന്നവയ്‌ക്കായി ചെലവഴിക്കേണ്ടതില്ല, മറിച്ച് ഞങ്ങളുടെ വളർത്തുമൃഗങ്ങളുടെ പ്രോജക്‌റ്റുകൾക്കായി ചെലവഴിക്കണമെന്ന് ഞാൻ കരുതുന്നു	happy
ഞാൻ കൂടുതൽ സൗഹാർദ്ദപരമായി പെരുമാറാൻ തുടങ്ങിയിരിക്കുന്നു	happy
വ്യായാമത്തിലേക്ക് മടങ്ങാൻ എനിക്ക് ശരിക്കും ഭയം തോന്നുന്നു, കാരണം എനിക്ക് വളരെയധികം ശക്തിയും അവസ്ഥയും നഷ്ടപ്പെട്ടതായി തോന്നുന്നു, വളരെയധികം ഭാരമുള്ളതായി എനിക്ക് തോന്നുന്നു	fear
എനിക്ക് ചുറ്റുമുള്ള ഒരു കൂട്ടം ആളുകൾ സാധനങ്ങൾ വാങ്ങാനുള്ള ആവേശത്തിൽ നഷ്‌ടപ്പെടുമ്പോൾ എനിക്ക് സന്തോഷം തോന്നാൻ പ്രയാസമാണ് 	happy
അദ്ദേഹത്തിന് ഇതിൽ നല്ല ഭംഗിയുണ്ടെന്ന് ഞാൻ കരുതുന്നു	happy
ഈ നിമിഷത്തിൽ ഞാൻ അൽപ്പം കുടുങ്ങി, പരുഷമായ കമന്റുകളുടെയും വിഡ്ഢി ഗാനങ്ങളുടെയും കാതൽ പ്രിയപ്പെട്ടതും മിടുക്കനുമായ ഒരു കോമിക് നടന്റെയും വളരെ മധുരവും വലിയ ഹൃദയവുമുള്ള ഒരു യുവതിയുടെ യഥാർത്ഥ വികാരങ്ങളാണെന്ന് ഞാൻ മറന്നു	happy
പെരുമാറ്റ കരാറുകളെക്കുറിച്ച് പുഞ്ചിരിക്കുകയും സംസാരിക്കുകയും ചെയ്യുമ്പോൾ എനിക്ക് എന്റെ ജോലിയിൽ ഒരു വഞ്ചകനെപ്പോലെ തോന്നുന്നു, പോസിറ്റീവ് റൈൻഫോഴ്‌സ്മെന്റ് കോഗ്നിറ്റീവ് റീഫ്രാമിംഗ് ശാരീരിക പ്രവർത്തനങ്ങളും യാഥാർത്ഥ്യത്തിന്റെ വേദന കുറയ്ക്കുന്നതിനോ മാറ്റിവയ്ക്കുന്നതിനോ ഉള്ള മറ്റ് മാർഗങ്ങൾ	happy
ആഹ്ലാദം സംഭവിച്ചതുപോലെയോ മറ്റെന്തെങ്കിലുമോ പുറത്ത് ആരും ഇല്ലെങ്കിൽ എനിക്ക് സംശയം തോന്നുന്നു	fear
അപൂർവമായ ഒരു കണ്ടെത്തലാണെന്ന് കുതിരപ്പടയാളികൾ എന്നോട് പറഞ്ഞു, അതിനാൽ ഞാൻ ഭാഗ്യവാനാണെന്ന് തോന്നുന്നു	happy
ഞാൻ അവരോടൊപ്പം ഇത്രയും സമയം ചെലവഴിച്ചിട്ടില്ല, പക്ഷേ എനിക്ക് അവിടെ അത്ര സുഖകരമല്ല	happy
ഞാൻ വീമ്പിളക്കുന്നതായി തോന്നുന്നു, അത് വിചിത്രമായി തോന്നുന്നു, കാരണം ഞാൻ ഇപ്പോഴും ഒരു പുരുഷ ശ്രദ്ധയ്ക്കും യോഗ്യനല്ലാത്ത ഒരു ചെറിയ തടിച്ചിയായി എന്നെ കാണുന്നു	surprise
എനിക്ക് അൽപ്പം അപമാനം തോന്നാതിരിക്കാൻ കഴിയില്ല	sadness
ഭർത്താവില്ലാത്തതിന്റെ പേരിൽ എനിക്ക് എല്ലായ്‌പ്പോഴും വിഷാദം തോന്നാറില്ല	sadness
ഇവിടെ ദുബായിൽ സജീവവും സൗഹൃദപരവുമായ ഹോംസ്‌കൂൾ ഗ്രൂപ്പിന്റെ ഭാഗമാകാൻ കഴിഞ്ഞതിൽ ഞാൻ ഭാഗ്യവാനാണെന്ന് തോന്നുന്നു	happy
ആസന്നമായ നീക്കത്തെക്കുറിച്ച് എനിക്ക് കൂടുതൽ പോസിറ്റീവ് തോന്നുന്നു	happy
എനിക്ക് സുരക്ഷിതത്വം അനുഭവിക്കാൻ കഴിയുന്ന ഒരു ദൈവം എനിക്കുണ്ടായതിൽ സന്തോഷമുണ്ട്	happy
തവിട്ടുനിറത്തിലുള്ള സ്‌ട്രഫിനെതിരെ ഞാൻ വിജയം ഇരട്ടിയാക്കി, ഞങ്ങൾ ഞായറാഴ്ച തിരിച്ചുപോയി, ശരിക്കും ശുഭാപ്തിവിശ്വാസത്തോടെ, കൂടുതൽ ഫെഡ്‌റ്റാസ്റ്റിക് ടെന്നീസ് നിറഞ്ഞ മറ്റൊരു ദിവസത്തിനായി കാത്തിരിക്കുന്നു	happy
ഈ വാരാന്ത്യത്തിൽ ആംബിൾസൈഡിനുള്ളിൽ തീർത്തും ഒറ്റപ്പെട്ടതായി തോന്നാതിരിക്കാനുള്ള ശ്രമത്തിൽ ഞാൻ അവളിൽ നിന്ന് ലഭിക്കുമെന്ന് ഞാൻ പ്രതീക്ഷിച്ചു, ഈ വർഷത്തെ ഏറ്റവും ചൂടേറിയ വെയിൽ ദിവസം എന്തായിരുന്നുവെന്ന് ദൃഢമായി അടച്ചിരിക്കുന്നു	sadness
ഒരുവന്റെ വസ്തുവകകളുടെ സുരക്ഷയെച്ചൊല്ലി ഭ്രാന്ത് പോലെ തോന്നിക്കുന്ന കർക്കശമായ അതിർവരമ്പുകൾ വർദ്ധിപ്പിച്ച് നിർഭയമായ ഒരു സമൂഹത്തിലേക്കാണ് നമ്മൾ പുരോഗമിക്കുന്നതെന്ന് എനിക്ക് ശരിക്കും തോന്നുന്നു a href http www	happy
അവന്റെ വിരലുകൾക്കിടയിലെ വിടവുകളിലൂടെ ഞാൻ വഴുതി വീഴുന്നത് പോലെ എനിക്ക് അപ്രധാനമായി തോന്നുന്നു, അവൻ അത് കാര്യമാക്കുന്നില്ല	sadness
എനിക്കിപ്പോൾ വല്ലാത്ത അസ്വസ്ഥത തോന്നുന്നു	happy
എന്റെ എല്ലാ ശ്രദ്ധയും അവയിൽ കേന്ദ്രീകരിക്കുന്നില്ലെങ്കിൽ, ഒരു വാങ്ങൽ നടത്താൻ അവർക്ക് സമ്മർദ്ദം അനുഭവപ്പെടുന്നില്ലെങ്കിൽ, എന്റെ ബൂത്തിൽ ബ്രൗസറുകൾ കൂടുതൽ സൗകര്യപ്രദമാണെന്ന് ഞാൻ കരുതുന്നു	fear
മുന്തിരിവള്ളിക്ക് മുമ്പ് എനിക്ക് അത്ര ചൂട് തോന്നിയില്ല, പക്ഷേ കുറച്ച് റേസിനും ധാരാളം സ്വയം സംസാരവും ഉള്ളതിനാൽ ഞാൻ ഇപ്പോൾ മാനസികമായും ശാരീരികമായും മെച്ചപ്പെട്ട സ്ഥലത്താണ്	love
ഞാൻ എന്റെ രാജ്യത്തെ മില്ലർ സന്ദർശിക്കുകയും വിലയേറിയ മേക്കപ്പ് സ്റ്റാൻഡുകളിലേക്ക് പോകുകയും ചെയ്യുന്നു, സെയിൽസ് അസിസ്റ്റന്റുമാർ എപ്പോഴും എന്റെ അരികിൽ നിൽക്കുകയും ഞാൻ എന്തെങ്കിലും മോഷ്ടിക്കാൻ പോകുന്നതുപോലെ എന്നെ നോക്കുകയും ചെയ്യുന്നു, അതിനാൽ എനിക്ക് അവിടെ ഷോപ്പിംഗ് ചെയ്യാൻ ശരിക്കും അസ്വസ്ഥത തോന്നുന്നു	fear
എനിക്ക് ശരിക്കും വിഡ്ഢി തോന്നുന്നു	sadness
ഇപ്പോളും ഭാവിയിലും ഞാൻ പിന്തുടരാൻ പ്രേരിപ്പിക്കുന്ന കാര്യങ്ങളിൽ ഞാൻ വളരെയധികം ശ്രദ്ധ കേന്ദ്രീകരിക്കുന്നു	happy
എനിക്ക് ലജ്ജ തോന്നുന്നു, എന്റെ കാഴ്ചപ്പാട് നിലനിർത്താൻ ഞാൻ ഭയപ്പെടുന്നു	fear
സമീപകാല വിലവർദ്ധനവിൽ തെറ്റായ വിവരമുള്ള നെറ്റ്ഫ്ലിക്സിന്റെ ഒരു സൈന്യമെന്ന നിലയിൽ എനിക്ക് നെറ്റ്ഫ്ലിക്സിനോട് സഹതാപം തോന്നാതിരിക്കാൻ കഴിഞ്ഞില്ല	love
ഞാൻ നുണ പറയാൻ പോകുന്നില്ല, എനിക്ക് ഒരു ചെറിയ അപമാനം തോന്നുന്നു	anger
എന്റെ ദൈവത്തിന് എന്റെ ഏറ്റവും നല്ല താൽപ്പര്യങ്ങളുണ്ടെന്ന് എനിക്ക് സമാധാനവും ഭയവുമില്ലെന്ന് ഉറപ്പുണ്ട്	happy
എനിക്ക് ഭയങ്കരമായി തോന്നുന്നു, രാവും പകലും തണുപ്പ് അനുഭവപ്പെട്ടു	sadness
തുടക്കത്തിൽ എനിക്ക് തോന്നിയിരുന്നു, കൂടുതൽ നീങ്ങാൻ ആഗ്രഹിക്കുന്നില്ല, വർഷം മുഴുവനും ഞാൻ നേടുന്ന ഊർജ്ജസ്വലമായ ഊർജ്ജത്തിലേക്കുള്ള ഈ കാഴ്ച്ച അനുഭവിച്ചതിൽ വളരെ സന്തോഷമുണ്ട്	happy
സ്പിന്നിംഗ് ക്ലാസ്സിൽ പോയി മാനുവൽ മേൽനോട്ടമില്ലാതെ ഹാൻഡ്‌ബ്രേക്ക് സ്റ്റാർട്ടിംഗ് വിജയകരമായി ബ്ലാക്ക്‌ബേണിലേക്ക് ഡ്രൈവ് ചെയ്യുന്നതിൽ എനിക്ക് പുണ്യമുണ്ട്	happy
എന്നെ തടയാൻ യാതൊന്നിനും കഴിയില്ലെന്ന് എനിക്ക് തോന്നുന്നു, ചിലപ്പോൾ എനിക്ക് വളരെ പരാജയം തോന്നുന്നു	sadness
അഭിമുഖങ്ങളെക്കുറിച്ച് ഞാൻ രചയിതാക്കൾക്ക് ഇമെയിൽ അയയ്ക്കുന്നു, എനിക്ക് അൽപ്പം ഭയം തോന്നുന്നു	fear
സാമൂഹികമായ കാരണങ്ങളാൽ മാത്രം പൂർണ്ണമായ പെരുമാറ്റരീതികൾ ഉപയോഗിക്കുന്ന ആളുകൾ മനുഷ്യപരിണാമത്തിന്റെ സ്കെയിലിൽ ഉയർന്നവരല്ലെന്ന് ഞാൻ വിശ്വസിക്കുന്നു, അവരുടെ വ്യാജമായ പെരുമാറ്റം എന്നെ വേദനിപ്പിക്കുന്നു	sadness
വിദ്യാഭ്യാസ സമ്പ്രദായത്തിൽ എന്തെങ്കിലും മാറ്റമുണ്ടാകണം എന്ന് എനിക്ക് ഉറപ്പില്ല, അല്ലെങ്കിൽ വിദ്യാർത്ഥികൾക്ക് അവരുടെ ലോകത്തെക്കുറിച്ചുള്ള വിശാലമായ അറിവ് കുറ്റമറ്റതായിരിക്കണമെന്ന ആശങ്കയും സമ്മർദ്ദവും അനുഭവപ്പെടാം	happy
എന്റെ ആഗ്രഹത്തിന്റെ തോത് താങ്ങാവുന്നതിലും അധികമാണെന്ന് ഞാൻ കരുതുന്നില്ല, പക്ഷേ എനിക്ക് അനിഷ്ടം തോന്നുന്നു	sadness
എനിക്ക് അൽപ്പം വിഷാദം തോന്നുന്നു	sadness
ഞങ്ങളുടെ കമ്പനിയുടെ ഭാവിയെക്കുറിച്ച് എനിക്ക് ആവേശം തോന്നുന്നത് ഒരിക്കലും അവസാനിപ്പിക്കില്ലെന്ന് ഞാൻ കണ്ടെത്തി	happy
അവർ എന്നെ വിശ്വസിക്കുമെന്ന് കരുതുന്നത് വളരെ മണ്ടത്തരമാണെന്ന് എനിക്ക് തോന്നുന്നു	sadness
എല്ലാ സമയത്തും എനിക്ക് ഭയങ്കര സങ്കടം തോന്നുന്നു	sadness
വളരെക്കാലമായി ജീവിതം കുറ്റമറ്റതായിരുന്നുവെന്ന് എനിക്ക് തോന്നുന്നു, ഇപ്പോൾ ഞാൻ സമ്മർദ്ദത്തിലാണെന്നും പകുതി സമയവും കരയാൻ ആഗ്രഹിക്കുന്നു	happy
നാല് വർഷത്തിനുള്ളിൽ മൂന്ന് ഫൈനലുകളിൽ എത്തിയതിൽ എനിക്ക് വളരെ വൈകാരികമായി തോന്നുന്നു	sadness
എനിക്ക് ഇന്നലെ സുഖമില്ലായിരുന്നു, ഇന്ന് ക്രമരഹിതമായി തിരക്കിലാണ്	happy
ആരാധനയ്‌ക്കായി മുട്ടുകുത്താനും സന്തോഷം നേടാനും ദൈവികമായി തോന്നാനുള്ള സമാധാനം പുനഃസ്ഥാപിക്കാനുള്ള ആത്യന്തിക സ്ഥലമാണ് ഞാൻ	happy
എനിക്ക് ശരിക്കും പോസിറ്റീവ് നിരാശ തോന്നുന്നു	happy
നിങ്ങളുടെ വാക്കുകൾ വായിച്ച് ഒരിക്കൽ കൂടി മനസ്സിലാക്കുമ്പോൾ എനിക്ക് തോന്നുന്നു, നിങ്ങൾ എത്ര നല്ല എഴുത്തുകാരനാണെന്ന് ഒരിക്കൽ കൂടി മനസ്സിലാവുന്നത് പങ്കുവെച്ച സഹതാപമാണ്	happy
ഗാറ്റ്‌സ്ബിയോട് എനിക്ക് സഹതാപം തോന്നുന്നു, കാരണം ഭൂതകാലത്തെക്കുറിച്ച് അയാൾക്ക് തോന്നുന്ന വാഞ്‌ഛ വളരെ പ്രകടമാണ്	love
നിങ്ങൾക്ക് എന്തെങ്കിലും ഉറപ്പില്ലെങ്കിൽ ആ തോന്നൽ ഞാൻ ശരിക്കും വെറുക്കുന്നു	fear
ആ ധനികരെ ബസിൽ കാണുമ്പോൾ അവരെല്ലാം ചേരാത്ത വിഭാഗത്തിൽ പെട്ടവരാണെന്ന് എനിക്ക് തോന്നുന്നു	happy
ബുദ്ധിമുട്ടുള്ളവരും ദരിദ്രരുമായ കുട്ടികളെ കവിത പഠിപ്പിക്കുന്നതിലൂടെ ഞാൻ ഉപയോഗപ്രദമായ എന്തെങ്കിലും ചെയ്യുന്നതായി എനിക്ക് തോന്നുന്നുവെങ്കിലും എന്റെ യഥാർത്ഥ തൊഴിലായി ഞാൻ കണക്കാക്കുന്നത് അതാണ് ഞാൻ എഴുതുന്നത്	happy
മറ്റൊരാളുടെ പ്രക്രിയയ്ക്ക് സാക്ഷിയാകുന്നതിൽ എനിക്ക് ബഹുമാനം തോന്നുന്നു	happy
എനിക്ക് മണ്ടനും കഴിവില്ലായ്മയും തോന്നുന്നു, ഞാൻ എന്താണ് ചെയ്യേണ്ടതെന്ന് എനിക്കറിയില്ല, ജോലി മണ്ടത്തരമാണ്, അടുത്ത രണ്ടാഴ്ചത്തേക്ക് മാത്രം ഞാൻ എല്ലാം ചോദ്യം ചെയ്യുന്നു	sadness
ഈ കച്ചേരി മുമ്പത്തേതിനേക്കാൾ വളരെ വിജയകരമായിരുന്നുവെന്ന് എനിക്ക് തോന്നുന്നു	happy
എനിക്കും ഈ രീതിയിൽ വല്ലാത്തൊരു വികാരം തോന്നുന്നു	sadness
ഞാൻ എല്ലായ്‌പ്പോഴും നേടിയെടുക്കാൻ ഉദ്ദേശിച്ചിരുന്നു, അങ്ങനെ എനിക്ക് മറ്റുള്ളവരോടൊപ്പം ആയിരിക്കാനും ഞാൻ ഒരു ബുദ്ധിമാനായ ഉൽപ്പാദനക്ഷമവും വിജയകരവുമായ വ്യക്തിയാണെന്ന് തോന്നുന്നു	happy
എന്റെ കൈയ്യിൽ ഒരു ബേസ്ബോൾ ബാറ്റ് ഉപയോഗിച്ച് എന്നെ കഠിനമായി അടിച്ചതായി എനിക്ക് തോന്നുന്നു, അത് വളരെ ഉചിതമായ വിവരണമാണെന്ന് ഡോക്ടർ പറഞ്ഞു	sadness
ഞാൻ വളരെയധികം വാർത്തകളോ വളരെയധികം സങ്കടകരമായ സിനിമകളോ ടെലിവിഷൻ നാടകങ്ങളോ കാണുമ്പോൾ എനിക്ക് വളരെയധികം പശ്ചാത്താപവും കുറ്റബോധവും തോന്നുന്നു	sadness
എനിക്ക് ശാരീരികമായും മാനസികമായും പൂർണ്ണമായും ക്ഷീണം തോന്നുന്നു	sadness
ഞാൻ പിന്നിലേക്ക് മറിഞ്ഞു വീഴുന്നതിൽ എനിക്ക് അത്ഭുതം തോന്നുന്നു, ഞാൻ ഒരു ഓട്ടമത്സരത്തിൽ ഓടുകയാണ്, ഞാൻ തിരിഞ്ഞുനോക്കുന്നത് ഞാൻ വായിക്കുന്ന പുസ്തകങ്ങളാണ്, നിങ്ങളാണ് ഞാൻ വായിക്കുന്ന പുസ്തകങ്ങൾ, അവ നിങ്ങളെ സ്പർശിക്കുമ്പോൾ എന്റെ വിരലുകൾ എനിക്ക് ചുറ്റും കറങ്ങുന്നു, എനിക്ക് സുഖം തോന്നുന്നു, ഞാൻ വായിച്ച പുസ്തകം നിങ്ങളുടെ കണ്ണുകളിലായിരുന്നു	happy
ഞാൻ ഇപ്പോൾ വളരെ തകർന്നതായി തോന്നുന്നു, പക്ഷേ അതിന്റെ ഓരോ മിനിറ്റും ഞാൻ ഇഷ്ടപ്പെട്ടു	sadness
ഈ വിവരം എഴുതുന്നതും പങ്കിടുന്നതും എനിക്ക് ദുർബലമാണെന്ന് ഞാൻ പറയാൻ ആഗ്രഹിക്കുന്നു	fear
അവരിൽ ഒരാളിൽ നിന്ന് എന്തെങ്കിലും കരാറുണ്ടാക്കുകയും അത് അയാൾക്ക് കൈമാറുകയും ചെയ്താൽ എനിക്ക് ഭയാനകമായ അനുഭവമാണെന്ന് ഞാൻ എപ്പോഴും കരുതിയിരുന്നു, പക്ഷേ എനിക്ക് സ്റ്റി ടെസ്റ്റ് ലഭിച്ചതിന് ശേഷം ഞാൻ അടിസ്ഥാനപരമായി വ്യക്തമാണെന്ന് ഞാൻ കരുതി	sadness
ഫിക്ഷനിൽ വേണ്ടത്ര ശക്തവും രസകരവുമായ സ്ത്രീ പ്രധാന കഥാപാത്രങ്ങൾ ഉണ്ടെന്ന് എനിക്ക് തോന്നിയില്ല, അതാണ് ഞാൻ എഴുതാൻ തുടങ്ങിയതെന്ന് ഞാൻ സ്വയം സങ്കൽപ്പിക്കുന്നു	happy
പ്രണയ വികാരം അല്ലെങ്കിൽ കോപം അല്ലെങ്കിൽ സംശയാസ്പദമായ വികാരങ്ങൾ എന്നിങ്ങനെയുള്ള ഒരു നിർവചനം ചെയ്യുന്നതിനുപകരം ഞാൻ നേരായ പോയിന്റിലേക്ക് പോകും	fear
എനിക്ക് വളരെ യാദൃശ്ചികമായി തോന്നിയില്ല	happy
അത് കാണുമ്പോൾ എനിക്ക് ചെറിയ വികാരം തോന്നുന്നു	sadness
എന്റെ ജീവിതത്തിന്റെ മറ്റൊരു സുപ്രധാന ഭാഗം ഞാൻ വീണ്ടെടുത്തതായി എനിക്ക് തോന്നുന്നു, അത് ജീവിക്കുന്നു	happy
ഞാൻ ടീച്ചറുടെ അടുത്തേക്ക് പോയി, ഞാൻ ഒരു നിമിഷം പുറത്തേക്ക് പോകുമെന്ന് പറഞ്ഞു, എനിക്ക് ശരിക്കും സുഖമില്ല	happy
ഈ രാത്രിയിൽ വേദനിക്കുന്നതോ ഭയപ്പെടുന്നതോ ആയ നിങ്ങൾ ഓരോരുത്തർക്കും സമാധാനവും വേഗത്തിൽ സമാധാനവും ലഭിക്കട്ടെയെന്ന് ഞാൻ പ്രാർത്ഥിക്കുന്നു	fear
ആ വിറയൽ അനുഭവപ്പെടുന്നതായി എനിക്ക് തോന്നി	fear
എനിക്ക് മുമ്പ് അനുഭവിച്ചതിനേക്കാൾ കൂടുതൽ ക്രൂശിക്കപ്പെട്ട ഹൃദയമിടിപ്പ് പീഡിപ്പിക്കപ്പെടുകയും ഉപേക്ഷിക്കപ്പെടുകയും ചെയ്യുന്നു, പക്ഷേ ഞാൻ സ്നേഹിക്കുന്നവരുടെ കൈകളിൽ എന്റെ ശത്രുവിന്റെ കൈകളല്ല	sadness
ജീവിതത്തിൽ തളർച്ചയും ക്ഷീണവും അനുഭവപ്പെടുമ്പോൾ സന്തോഷവും നന്ദിയും നിറഞ്ഞതായിരിക്കാൻ കഴിയുമെന്ന് ഞാൻ വിശ്വസിക്കുന്നു	surprise
ആളുകൾക്ക് ധൈര്യം തോന്നണമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു, സമൂഹം നമ്മളെ വികലാംഗരായി അംഗീകരിക്കണമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു, അന്തസ്സും ബഹുമാനവും അർഹിക്കുന്ന, അവഗണിക്കാനും ചിരിക്കാനും പാടില്ല	happy
എനിക്ക് ഇപ്പോൾ വല്ലാത്ത വെറുപ്പ് തോന്നുന്നു	anger
എനിക്ക് നഷ്ടത്തെക്കാളേറെ ആഗ്രഹം തോന്നുന്നു	love
വിവാഹത്തിന് അൽപ്പം അനിഷ്ടം തോന്നുന്നത് എങ്ങനെയെന്ന് നിങ്ങൾക്ക് കാണാൻ കഴിയില്ലെന്ന് ഞാൻ കരുതുന്നു	sadness
ഞാൻ എഴുന്നേറ്റു നിൽക്കുകയും വിഡ്ഢിത്തം അനുഭവപ്പെടുകയും ചെയ്യുന്നു	sadness
s-കളിലും കളിലും ജനിച്ച ആളുകൾ നമുക്കായി നിരവധി വാതിലുകൾ തുറക്കുന്നതിനുള്ള താക്കോൽ കൈവശം വയ്ക്കുന്നുവെന്ന് ഞാൻ കരുതുന്നു, അത് പങ്കിടാൻ വേണ്ടത്ര അമൂല്യമാണെന്ന് അവരെ തോന്നിപ്പിക്കേണ്ടതുണ്ട്	love
എനിക്ക് വളരെയധികം ഭയം തോന്നുന്നു, ഞാൻ അസ്വസ്ഥനാകുകയും അവളുമായി ഇംഗ്ലീഷിൽ പോലും എന്റെ വാക്കുകൾ രൂപപ്പെടുത്താൻ കഴിയില്ല	fear
